25,2,1965,2.6,25.8,20.96,19,90.25
26,2,1965,13.8,25.4,21.72,18.8,81.75
27,2,1965,17,29.1,23.48,18.4,71.75
28,2,1965,9.8,29.3,23.78,18.4,70.75
1,3,1965,0,31.2,24.94,20.3,66
2,3,1965,0,30.6,24.96,20.6,70.5
3,3,1965,0,30.6,NaN,24.5,NaN
4,3,1965,4.8,29.2,22.66,20.3,78.25
5,3,1965,2.5,25,21.34,18.5,78
6,3,1965,0,22.8,21.16,19.4,83
7,3,1965,13.8,21,18.46,17,91.5
8,3,1965,5.5,20.8,18.84,17.5,93.5
9,3,1965,18,23,19.78,17.7,91.75
10,3,1965,33,25.4,20.8,18.6,89
11,3,1965,15.3,24.8,21.82,18.7,79
12,3,1965,1.8,25.4,21.54,18.1,79.5
13,3,1965,37.8,21.8,19.98,17.7,88
14,3,1965,7,25.2,20.1,16.6,73.75
15,3,1965,0,25.6,20.92,17.6,70
16,3,1965,0,26,21.24,18,77.75
17,3,1965,4.6,23.4,19.18,17.9,90.75
18,3,1965,7.7,25.2,20.76,17.8,83.5
19,3,1965,16,25.4,21.32,17.2,77.5
20,3,1965,2.7,27.6,21.52,17.2,70.25
21,3,1965,0.1,24.6,20.12,17,74
22,3,1965,0,25.6,20.64,17.7,75.5
23,3,1965,0,27.8,21.92,17.6,72
24,3,1965,0,29,23.22,18.3,70.5
25,3,1965,4,25.2,21.78,18.2,79.25
26,3,1965,0,23.4,21.14,19.7,85.5
27,3,1965,21.6,23.6,20.6,18.4,91.25
28,3,1965,2,25.9,21.42,19.6,84.75
29,3,1965,0.8,27,22.12,18.9,67.75
30,3,1965,0,26.4,20.8,16.4,63.75
31,3,1965,0,27.8,22.7,16.5,51.25
1,1,1966,21.8,26.2,20.88,17.6,81.25
2,1,1966,17.8,23.2,19.58,17.5,95.25
3,1,1966,24.6,25.8,21.58,18.4,88.5
4,1,1966,29.5,26.2,21.24,17.4,90.75
5,1,1966,25,23.8,20.52,18.8,92
6,1,1966,38.7,21.4,20.32,19.4,94.75
7,1,1966,20.1,24.6,21.56,19.4,91
8,1,1966,10.8,25.4,21.04,19.6,90.25
9,1,1966,25.5,25.6,20.8,18.6,91
10,1,1966,29.1,24.2,21.24,19.9,93.25
11,1,1966,24.1,21,19.5,18.7,95.5
12,1,1966,47.9,26.8,20.72,17.8,91.5
13,1,1966,29.7,21,18.72,17.8,96.5
14,1,1966,59.7,25.6,21.04,17.4,90.75
15,1,1966,7.8,27.8,22.62,18.3,76.25
16,1,1966,1.6,24.3,21,18.4,87
17,1,1966,0,29.6,23.9,17.9,73.5
18,1,1966,0,29.9,24.04,20.3,65.5
19,1,1966,0,28,22.94,19.3,68
20,1,1966,0,29.6,23.88,19.4,60.5
21,1,1966,0,29.6,24.08,19.2,58.75
22,1,1966,0,28.2,23.08,18.6,62
23,1,1966,0,29.9,24.46,19.4,57.75
24,1,1966,0,28.9,23.72,19.9,64.75
25,1,1966,0,30.4,24.5,19.6,59
26,1,1966,0,29.9,23.72,19.5,65.75
27,1,1966,0,29.8,24.2,19.8,62.75
28,1,1966,0,28.6,21.9,19.1,77.5
29,1,1966,17,25.8,21.32,17.6,80
30,1,1966,1.6,28.4,22.52,18.8,72.25
31,1,1966,1.8,27.6,22.84,20,80.25
1,2,1966,45.6,22,20.7,19.1,92.5
2,2,1966,116.9,22.1,20.06,18.8,90.25
3,2,1966,19.2,27.2,22.38,18.3,72.5
4,2,1966,0,26.4,22.46,19.5,83.25
5,2,1966,15,25.4,21.76,20,88.5
6,2,1966,17.9,25.6,21.2,19.2,88
7,2,1966,2.6,27.6,22.56,18.6,76.75
8,2,1966,1,28.6,22.7,18.3,71
9,2,1966,0,28.4,23.32,19.2,70
10,2,1966,7,28.6,23.08,18.2,76
11,2,1966,0.6,29.2,24.32,20.6,68.75
12,2,1966,0,28.2,23.6,19.6,67.5
13,2,1966,0,30.8,24.72,19.8,56
14,2,1966,0,30.8,24.78,20.1,54.25
15,2,1966,0,28.6,23.22,18.5,59.75
16,2,1966,0,29.4,23.46,18.3,59.75
17,2,1966,0,29.2,24,19.4,52.25
18,2,1966,0,30.6,24.62,18.7,53.5
19,2,1966,0,29,23.9,19.1,59.25
20,2,1966,0,NaN,NaN,20.4,62.5
21,2,1966,0,NaN,NaN,21.1,63.75
22,2,1966,0.5,NaN,NaN,21.2,73.25
23,2,1966,0,NaN,NaN,20.7,65.5
24,2,1966,0,NaN,NaN,19.9,56.5
25,2,1966,0,NaN,NaN,20.1,65.75
26,2,1966,30.2,NaN,NaN,19.4,77
27,2,1966,0,NaN,NaN,20,69.5
28,2,1966,0.6,NaN,NaN,19.3,57.75
1,3,1966,0,29.3,24.06,19.4,62.25
2,3,1966,0,30,24.3,20.1,64.25
3,3,1966,0,29.5,23.74,19.2,73
4,3,1966,0.2,30.2,23.68,19.6,71.75
5,3,1966,1.2,27.2,22.92,19.4,82.75
6,3,1966,2.4,29.8,24.08,19,65.75
7,3,1966,0.6,28.2,21.98,18.9,81.5
8,3,1966,26.7,26.7,21.28,16.7,77.75
9,3,1966,5,25.4,21.82,19.1,84.5
10,3,1966,19.2,25.4,20.4,18,91.5
11,3,1966,50.3,24.5,20.8,17.4,85.75
12,3,1966,0,28.9,22.74,19.8,78.75
13,3,1966,0,29.6,23.7,18.4,65.5
14,3,1966,0,28,22.7,18.7,64.25
15,3,1966,0,28.1,22.38,17.4,65.5
16,3,1966,0,27.3,22.64,19.7,58.5
17,3,1966,0,27.9,22.24,17.2,61.5
18,3,1966,0,29.4,23.36,18.6,58.25
19,3,1966,0,29.2,23.38,19.1,64.25
20,3,1966,0,28,23.08,19.4,63
21,3,1966,0,29.6,23.12,18.2,61
22,3,1966,0,28.8,23.42,18.7,64.25
23,3,1966,0,30.4,24.66,18.1,56.25
24,3,1966,0,29.8,24.44,19.4,59.75
25,3,1966,0,28.4,23.72,20,64.75
26,3,1966,0,30.5,24.36,19.1,65
27,3,1966,1,27.8,23.3,20.5,70.75
28,3,1966,0,26.6,21.82,19.1,78.5
29,3,1966,4,27.5,22.84,18.7,73.25
30,3,1966,0,29.4,23.2,19.2,66.5
31,3,1966,0.3,28.9,23.38,18.8,61.5
1,1,1967,0,26.8,21.92,18.4,71
2,1,1967,0.3,26.2,22.32,19.1,66.5
3,1,1967,0,28.9,23.72,18.1,57.5
4,1,1967,0,30,25.12,20.4,60.5
5,1,1967,2.7,29.4,21.78,18.9,79.25
6,1,1967,18.4,24.4,21.26,17.9,83.75
7,1,1967,0.5,27.4,22.24,19.2,84
8,1,1967,3.6,27.8,23.16,18.6,69.25
9,1,1967,0,27.2,23.06,20.3,71.5
10,1,1967,0,27.8,22,19.3,79
11,1,1967,17.6,24.4,NaN,17,NaN
12,1,1967,14.3,27,22.32,17.8,78.25
13,1,1967,56.6,27.8,22.86,17.5,77.5
14,1,1967,11.4,28.2,23.2,18.8,70.75
15,1,1967,0.2,28.4,23.48,18,67.5
16,1,1967,8.2,29.2,22.84,18.7,71.75
17,1,1967,13.6,26,21.86,16.9,84.25
18,1,1967,14.9,28,22.44,16.4,78.75
19,1,1967,2.2,28,23.06,17.3,72.5
20,1,1967,0,28.2,25.02,18.5,63.25
21,1,1967,0.1,29.4,24,18.5,61.25
22,1,1967,0,32,26.5,20.5,53.5
23,1,1967,2.5,29.6,24.06,20.5,70.25
24,1,1967,0,27,23.8,20.2,69.25
